word,reading,consensus_level,level_votes,family_level_votes,reference_sources,reference_families,support_count,candidate_type,example_meaning,relation_type,same_reading_current_forms,same_word_current_readings,jmdict_current_forms,jmdict_current_readings,jmdict_current_levels,jmdict_all_forms,jmdict_resolved,evidence_confidence,jmdict_exact_form_reading,jmdict_writing_common,jmdict_reading_common,jmdict_waller_levels,level_conflict_with_jmdict_waller,jmdict_tags,jmdict_pos,jmdict_gloss,quality_decision,priority,quality_reason,source_check_decision,source_check_reason,pinned_tc_meaning,publish_level,level_status
居る,おる,N3,"{""N3"": 1}","{""waller-derived"": ""N3""}",openjlpt|waller,waller-derived,1,lexical,to be (animate); to be; to exist,same-reading-different-writing|same-jmdict-entry,おる|折る|織る,,おる,おる,N4,おる|居る,yes,SINGLE_SOURCE,yes,yes,yes,N3,no,after the -masu stem of a verb; indicates contempt or disdain for another's actions | after the -te form of a verb; indicates continuing action | after the -te form of a verb; indicates continuing state | hum:humble (kenjougo) language | uk:word usually written using kana alone,aux-v:auxiliary verb|suf:suffix|v5r:Godan verb with 'ru' ending|vi:intransitive verb,to be (animate); to be; to exist; to be ...-ing; to have ...-ed; to be ...-ed,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N3,estimated-source-backed
終,おわり,N3,"{""N3"": 1}","{""waller-derived"": ""N3""}",openjlpt|waller,waller-derived,1,lexical,the end,same-reading-different-writing|same-jmdict-entry,終わり,,終わり,おわり,N5,おわり|終|終り|終わり,yes,SINGLE_SOURCE,yes,no,yes,N4,yes,io:irregular okurigana usage,n:noun (common) (futsuumeishi),end; ending; close; conclusion; end of (one's) life; death,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N3,estimated-conflict
彼等,かれら,N3,"{""N3"": 1}","{""waller-derived"": ""N3""}",openjlpt|waller,waller-derived,1,lexical,they (usually male),same-reading-different-writing|same-jmdict-entry,彼ら,,彼ら,かれら,N2,かれら|彼ら|彼等,yes,SINGLE_SOURCE,yes,no,yes,N4,yes,usu. in ref. to males or a mixed-sex group,pn:pronoun,they; them,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N3,estimated-conflict
可愛そう,かわいそう,N3,"{""N3"": 1}","{""community-independent"": ""N3""}",wordmaster,community-independent,1,lexical,可怜,same-reading-different-writing|same-jmdict-entry,かわいそう|可哀想,,かわいそう|可哀想,かわいそう,N3,かわいそう|可哀そう|可哀想|可哀相|可愛そう,yes,SINGLE_SOURCE,yes,no,yes,N3,no,uk:word usually written using kana alone,adj-na:adjectival nouns or quasi-adjectives (keiyodoshi)|n:noun (common) (futsuumeishi),poor; pitiable; pathetic; pitiful,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N3,estimated-source-backed
金曜,きんよう,N3,"{""N3"": 1}","{""waller-derived"": ""N3""}",openjlpt|waller,waller-derived,1,lexical,(abbr) Friday,fully-absent,,,,,,,yes,SINGLE_SOURCE,yes,yes,yes,N3,no,,n:noun (common) (futsuumeishi),Friday,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N3,estimated-source-backed
曇,くもり,N3,"{""N3"": 1}","{""waller-derived"": ""N3""}",openjlpt|waller,waller-derived,1,lexical,cloudiness; cloudy weather; shadow,same-reading-different-writing|same-jmdict-entry,曇り,,曇り,くもり,N5,くもり|曇|曇り,yes,SINGLE_SOURCE,yes,no,yes,N5,yes,,n:noun (common) (futsuumeishi),"cloudiness; cloudy weather; fog (on a mirror, glasses, etc.); cloud (e.g. in marble); blur; mist",ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N3,estimated-conflict
月曜,げつよう,N3,"{""N3"": 1}","{""waller-derived"": ""N3""}",openjlpt|waller,waller-derived,1,lexical,Monday,fully-absent,,,,,,,yes,SINGLE_SOURCE,yes,yes,yes,N3,no,,n:noun (common) (futsuumeishi),Monday,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N3,estimated-source-backed
たしか,たしか,N3,"{""N3"": 1}","{""community-independent"": ""N3""}",wordmaster,community-independent,1,kana/loanword,"certain, sure, if I remember correctly",same-reading-different-writing|same-jmdict-entry,確か,,確か,たしか,N4,たしか|慥か|確|確か,yes,SINGLE_SOURCE,yes,yes,yes,N4,yes,,adj-na:adjectival nouns or quasi-adjectives (keiyodoshi)|adv:adverb (fukushi),sure; certain; positive; definite; reliable; trustworthy,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N3,estimated-conflict
球,たま,N3,"{""N3"": 1}","{""waller-derived"": ""N3""}",waller,waller-derived,1,lexical,"globe,sphere,ball",same-reading-different-writing|same-writing-different-reading|same-jmdict-entry,偶|弾|玉,きゅう,弾|玉,たま,N1|N3,たま|弾|玉|珠|球|璧,yes,SINGLE_SOURCE,yes,no,yes,N3,no,"abbr:abbreviation | derog:derogatory | esp. 弾 | esp. 玉 | esp. 玉, 珠 | esp. 玉, 珠; also written as 璧 | esp. 球 | sl:slang | usu. だま","ctr:counter|n-suf:noun, used as a suffix|n:noun (common) (futsuumeishi)","ball; sphere; globe; orb; bead (of sweat, dew, etc.); drop",ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N3,estimated-source-backed
ちょうだい,ちょうだい,N3,"{""N3"": 1}","{""community-independent"": ""N3""}",wordmaster,community-independent,1,kana/loanword,给我,same-reading-different-writing|same-jmdict-entry,頂戴,,頂戴,ちょうだい,N1,ちょうだい|ちょーだい|頂だい|頂戴|頂載,yes,SINGLE_SOURCE,yes,yes,yes,N1|N3,no,as 〜をちょうだい or after the -te form of a verb | fam:familiar language | fem:female term or language | hum:humble (kenjougo) language | uk:word usually written using kana alone,"adj-na:adjectival nouns or quasi-adjectives (keiyodoshi)|exp:expressions (phrases, clauses, etc.)|n:noun (common) (futsuumeishi)|vs:noun or participle which takes the aux. verb suru|vt:transitive verb",receiving; getting; accepting; being given; eating; drinking; long and large; tall and large; grand; huge,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band; intended Traditional-Chinese learning sense explicitly pinned after source/JMdict comparison,給我；請給我,N3,estimated-source-backed
供,とも,N3,"{""N3"": 1}","{""community-independent"": ""N3""}",wordmaster,community-independent,1,lexical,陪伴,same-reading-different-writing,共|友,,,,,,yes,SINGLE_SOURCE,yes,yes,yes,,no,,n:noun (common) (futsuumeishi)|vs:noun or participle which takes the aux. verb suru|vt:transitive verb,companion; follower; attendant; retinue,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N3,estimated-source-backed
土曜,どよう,N3,"{""N3"": 1}","{""waller-derived"": ""N3""}",openjlpt|waller,waller-derived,1,lexical,Saturday,fully-absent,,,,,,,yes,SINGLE_SOURCE,yes,yes,yes,N3,no,,n:noun (common) (futsuumeishi),Saturday,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N3,estimated-source-backed
等,など,N3,"{""N3"": 1}","{""waller-derived"": ""N3""}",openjlpt|waller,waller-derived,1,lexical,et cetera; etc.; and the like,same-reading-different-writing|same-jmdict-entry,など,,など,など,N5,など|抔|等,yes,SINGLE_SOURCE,yes,yes,yes,N5,yes,after an approximate quote or vague suggestion | lessening the significance or value of the previous word | uk:word usually written using kana alone,prt:particle,et cetera; etc.; and the like; and so forth; or something; the likes of,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N3,estimated-conflict
日曜,にちよう,N3,"{""N3"": 1}","{""waller-derived"": ""N3""}",openjlpt|waller,waller-derived,1,lexical,Sunday,fully-absent,,,,,,,yes,SINGLE_SOURCE,yes,yes,yes,N3,no,,n:noun (common) (futsuumeishi),Sunday,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N3,estimated-source-backed
梅雨,ばいう,N3,"{""N3"": 1}","{""waller-derived"": ""N3""}",waller,waller-derived,1,lexical,"rainy season,rain during the rainy season",same-writing-different-reading|same-jmdict-entry,,つゆ,梅雨,つゆ,N3,つゆ|ばいう|梅雨|黴雨,yes,SINGLE_SOURCE,yes,yes,yes,N3,no,,n:noun (common) (futsuumeishi),"(East Asian) rainy season (in Japan, usu. from early June to mid-July); rain during the rainy season",ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N3,estimated-source-backed
碑,ひ,N3,"{""N3"": 1}","{""community-independent"": ""N3""}",wordmaster,community-independent,1,lexical,stone monument bearing an inscription,same-reading-different-writing,妃|日|比|火|灯|費|非,,,,,,yes,SINGLE_SOURCE,yes,yes,no,N1,yes,,n:noun (common) (futsuumeishi),stone monument bearing an inscription (esp. memorial for future generations); stele; stela,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N3,estimated-conflict
木曜,もくよう,N3,"{""N3"": 1}","{""waller-derived"": ""N3""}",openjlpt|waller,waller-derived,1,lexical,Thursday,fully-absent,,,,,,,yes,SINGLE_SOURCE,yes,yes,yes,N3,no,,n:noun (common) (futsuumeishi),Thursday,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N3,estimated-source-backed
文字,もんじ,N3,"{""N3"": 1}","{""waller-derived"": ""N3""}",waller,waller-derived,1,lexical,"letter (of alphabet),character",same-writing-different-reading|same-jmdict-entry,,もじ,文字,もじ,N3,もじ|もんじ|文字,yes,SINGLE_SOURCE,yes,yes,no,N3,no,,n:noun (common) (futsuumeishi),letter (of an alphabet); character; writing,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N3,estimated-source-backed
言う,ゆう,N3,"{""N3"": 1}","{""waller-derived"": ""N3""}",openjlpt|waller,waller-derived,1,lexical,to say,same-reading-different-writing|same-writing-different-reading|same-jmdict-entry,夕|有|結う,いう,言う,いう,N5,いう|ゆう|云う|言う|謂う,yes,SINGLE_SOURCE,yes,yes,yes,N5,yes,,v5u:Godan verb with 'u' ending|vi:intransitive verb|vt:transitive verb,"to say; to utter; to declare; to name; to call; to go (e.g. ""the alarm went ping"")",ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N3,estimated-conflict
宜しく,よろしく,N3,"{""N3"": 1}","{""waller-derived"": ""N3""}",openjlpt|waller,waller-derived,1,lexical,well; properly; suitably,same-reading-different-writing|same-jmdict-entry,よろしく,,よろしく,よろしく,N5,よろしく|宜しく|宜敷く|宣しく,yes,SINGLE_SOURCE,yes,yes,yes,N3,no,as ...よろしく | as よろしく…べし | uk:word usually written using kana alone,"adv:adverb (fukushi)|exp:expressions (phrases, clauses, etc.)",well; properly; suitably; best regards; please remember me; please treat me favorably (favourably),ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N3,estimated-source-backed
